Intensity Level,Direction,Ground Motion ID,story 1,story 2,story 3,story 4,story 5,story 6,story 7,story 8,story 9,story 10,story 11,story 12,story 13,story 14,story 15,story 16,story 17,story 18,story 19,story 20,story 21,story 22,story 23,story 24,story 25,story 26,story 27,story 28,story 29,story 30,story 31,story 32,story 33,story 34,story 35,story 36,story 37,story 38,story 39,story 40,story 41,story 42,story 43,story 44,story 45,story 46
MCEB,X,9,0.000617662,0.001975631,0.002974816,0.003892491,0.006671959,0.006243835,0.006653846,0.007050228,0.007491478,0.008029613,0.008418666,0.008735078,0.00889353,0.009018015,0.009110199,0.009191918,0.009353314,0.009384804,0.00945609,0.009577126,0.00968512,0.009754717,0.009907496,0.01005453,0.010157466,0.010312868,0.010589113,0.010856803,0.01109537,0.011303339,0.011474947,0.011603479,0.011689748,0.011736607,0.011757844,0.011745239,0.011701756,0.011639279,0.011564206,0.011516968,0.01148672,0.011476613,0.011442887,0.011387311,0.011301056,0.01116521
MCEB,X,10,0.000336653,0.001279326,0.001501078,0.002241089,0.005038302,0.004533645,0.004867128,0.005137034,0.005483722,0.005913748,0.006049879,0.006172754,0.006284841,0.006415235,0.006618681,0.006709338,0.006907142,0.007094953,0.007161795,0.007200903,0.007198323,0.007164688,0.007109197,0.007202092,0.007346142,0.007512217,0.007705694,0.00788523,0.008051516,0.008206994,0.008340007,0.008463125,0.008569499,0.00866027,0.008737066,0.008793521,0.008826739,0.008871901,0.008900883,0.008913067,0.008877139,0.008874694,0.008828061,0.008816863,0.008767183,0.008746379
MCEB,X,11,0.000710872,0.001727197,0.002533421,0.003769072,0.007478647,0.00690861,0.007367927,0.007773432,0.008123971,0.00849575,0.00868385,0.008816976,0.008906574,0.008962444,0.008995442,0.009023984,0.009129416,0.009124088,0.009068948,0.008979384,0.00885195,0.008942058,0.009124919,0.00938556,0.009635535,0.009903004,0.010140602,0.010353033,0.010542602,0.010723833,0.010856075,0.010974058,0.011067811,0.011137926,0.011194271,0.011230634,0.011239815,0.011241844,0.01123458,0.01123873,0.011238394,0.011220368,0.011193217,0.011152555,0.011088584,0.010968919
MCEB,Y,1,0.000205256,0.000756202,0.00098695,0.001725971,0.003404752,0.003574481,0.003824525,0.004044509,0.004219516,0.004407342,0.004549267,0.004682195,0.004807173,0.004927433,0.005042996,0.005172282,0.005392924,0.005570338,0.005698708,0.005792814,0.005857672,0.005897659,0.005922284,0.00593052,0.005948598,0.006011967,0.00614273,0.006255885,0.006354088,0.006440404,0.006518492,0.006590124,0.006653863,0.006712145,0.006767443,0.006810608,0.006836371,0.006852676,0.006889801,0.00691406,0.006924662,0.006921444,0.006908774,0.006885345,0.006854525,0.006803124
MCEB,Y,2,0.000444299,0.00110756,0.001400427,0.002145971,0.003945685,0.004185882,0.004455163,0.004707538,0.004960161,0.005269601,0.005364649,0.005448775,0.005554675,0.00564866,0.005735884,0.005825617,0.00600071,0.006162362,0.006220334,0.006294419,0.006417587,0.006521541,0.006607804,0.006673922,0.006722432,0.006756594,0.006850033,0.0070256,0.007184314,0.007330459,0.007460293,0.007574107,0.007673379,0.0077685,0.007859255,0.007930446,0.007975109,0.007996582,0.00803002,0.008042906,0.008036014,0.008011046,0.00796783,0.007906156,0.00782942,0.00771638
MCEB,Y,3,0.000341082,0.0011971,0.001322525,0.002345346,0.004883614,0.005201471,0.005592603,0.005858916,0.006125138,0.006663276,0.007015877,0.00708842,0.007212825,0.007421588,0.007454066,0.007494208,0.007631638,0.00778194,0.007909811,0.008027458,0.008206507,0.008373917,0.008499702,0.008622998,0.008732562,0.008843166,0.009014913,0.009166385,0.009299223,0.009414633,0.00951024,0.00958835,0.009653583,0.009728298,0.009812958,0.009871747,0.009897205,0.009899992,0.009928058,0.00993593,0.009924674,0.009890755,0.009840843,0.009771847,0.009692474,0.009574923
MCEB,Y,4,0.000351689,0.001105225,0.001675006,0.002704516,0.005665073,0.006180502,0.006596016,0.006860484,0.007123375,0.007274298,0.007392309,0.007484904,0.007561102,0.007636296,0.007707121,0.007794102,0.007963007,0.008070645,0.00812722,0.00814209,0.008126818,0.008076533,0.008008165,0.007939524,0.007861233,0.007775935,0.007811499,0.007903352,0.007983749,0.008056583,0.008118973,0.008175089,0.008225084,0.008266585,0.008308304,0.008339233,0.008353246,0.008356615,0.008379375,0.008391276,0.008390788,0.008382637,0.008369702,0.008348926,0.008324803,0.008283593
MCEB,Y,5,0.001302255,0.003012884,0.004049248,0.005113333,0.007264434,0.007065272,0.007278251,0.007479911,0.00763226,0.007833051,0.008219264,0.008761235,0.009204951,0.009441985,0.009583934,0.009710524,0.009825086,0.009732961,0.009478041,0.009137346,0.009287589,0.009446763,0.009521162,0.009509725,0.009470646,0.009465589,0.009272849,0.009112836,0.008937025,0.008858325,0.008752932,0.008883799,0.009198464,0.009483444,0.009859506,0.010241509,0.010482555,0.010700839,0.010833801,0.011147021,0.011532533,0.011660145,0.011691569,0.011637843,0.011579213,0.011472384
MCEB,Y,6,0.001193361,0.00214103,0.002851286,0.003347588,0.004677969,0.004533442,0.004822938,0.005110987,0.005283301,0.005702548,0.00583655,0.005881618,0.005947689,0.006031124,0.006127824,0.006236093,0.006521429,0.006661741,0.006679808,0.006610743,0.0065025,0.006482353,0.006554754,0.006572614,0.006566521,0.006518576,0.006499813,0.006537254,0.006510175,0.006449764,0.006310756,0.006078289,0.006220106,0.006688955,0.007352187,0.007901928,0.008353072,0.008673033,0.008831748,0.008963137,0.00904309,0.009190122,0.009425109,0.009270528,0.009156929,0.008974507
MCEB,Y,7,0.000915519,0.001774645,0.002794958,0.003165666,0.004795103,0.005456848,0.005851753,0.006160473,0.006396526,0.006576363,0.00666266,0.006701306,0.006713405,0.006717108,0.006702212,0.006704812,0.006820998,0.006817933,0.006765917,0.006664153,0.006830483,0.006966322,0.007072366,0.00716129,0.007226267,0.00729271,0.007322162,0.007582258,0.007773512,0.007948713,0.008196714,0.008302781,0.008471001,0.008528127,0.008629254,0.008702773,0.00876154,0.008709004,0.008697508,0.008681783,0.008643274,0.008600993,0.008540211,0.008466792,0.008378769,0.00825049
MCEB,Y,8,0.000526282,0.001620222,0.002245986,0.002954067,0.004533972,0.005011527,0.005409834,0.005686044,0.005858258,0.00624384,0.006406741,0.006562243,0.006615745,0.006624707,0.006592386,0.006619219,0.006774049,0.006878586,0.006929959,0.0069522,0.006973069,0.007091102,0.007186262,0.007423015,0.007478127,0.007491176,0.00756377,0.007505149,0.007555143,0.007636795,0.00780068,0.007939602,0.008037236,0.008090685,0.00817758,0.008244515,0.008317204,0.008421197,0.008412738,0.008423353,0.008426622,0.008436698,0.008435776,0.008413198,0.008359198,0.008259102
MCEB,Y,9,0.000622026,0.001877417,0.00294033,0.003422711,0.004057948,0.003812459,0.00389123,0.004033562,0.004110422,0.004173355,0.00422588,0.004334481,0.004509024,0.004665813,0.00482939,0.00498813,0.005228657,0.005387969,0.005441008,0.005403268,0.005290683,0.005306178,0.005382692,0.005461936,0.005536759,0.00560409,0.005691179,0.005758944,0.005810062,0.005844196,0.005869085,0.006030463,0.006175312,0.006308279,0.006425701,0.006531245,0.006604992,0.006647599,0.006688432,0.006696991,0.00667409,0.00662052,0.006539284,0.006432497,0.006302337,0.006138857
MCEB,Y,10,0.000337276,0.001176479,0.001820716,0.002757177,0.004971077,0.005783979,0.006283485,0.006631567,0.006918124,0.007303239,0.007519629,0.007591883,0.007629477,0.007643394,0.007638163,0.007645015,0.007735244,0.007749738,0.007699975,0.0075979,0.007604624,0.007780817,0.007903724,0.008186925,0.008280491,0.008460857,0.008646891,0.008631824,0.008752004,0.0088909,0.009010559,0.009107688,0.009228998,0.009364281,0.009481539,0.009567557,0.009615749,0.009642398,0.009667609,0.009668489,0.009646151,0.009603103,0.00954317,0.009468315,0.009384362,0.009285612
MCEB,Y,11,0.000777212,0.00156742,0.002105632,0.002581315,0.004142516,0.00481699,0.00520667,0.005489007,0.005655132,0.005967667,0.006201432,0.006245937,0.006246504,0.006287117,0.006279645,0.006275979,0.006472743,0.006517569,0.006669777,0.0067413,0.006763068,0.006728994,0.006648831,0.006534802,0.006372784,0.006222989,0.006074088,0.006139257,0.006241344,0.006349429,0.006467151,0.006580445,0.006681653,0.00677917,0.006890893,0.006968313,0.00701284,0.007031496,0.007055261,0.007053365,0.007033276,0.006998968,0.00694795,0.006882929,0.006805804,0.006674162
DBED,X,1,0.000891739,0.001947782,0.00272152,0.003899574,0.00777654,0.007194624,0.007600324,0.007988355,0.00827835,0.008573522,0.008752921,0.008855466,0.008900329,0.008922931,0.008904485,0.008887086,0.009144476,0.009412098,0.009761578,0.009999717,0.010232228,0.010511121,0.010830998,0.01122743,0.011641403,0.012068028,0.012232948,0.012459025,0.012718035,0.013006228,0.013231029,0.013789358,0.01433828,0.014581051,0.014948799,0.015254488,0.01532706,0.015240078,0.01518688,0.015123597,0.015056512,0.014959644,0.014853481,0.014716729,0.014584328,0.014304171
DBED,X,2,0.000575109,0.001960177,0.002260623,0.002692176,0.006298929,0.005800134,0.006067361,0.006279857,0.006572854,0.007124225,0.007483515,0.007660661,0.007778755,0.00785871,0.007883576,0.007888534,0.00795612,0.008025733,0.008089778,0.008167297,0.00823042,0.008348505,0.008473674,0.008597344,0.008725882,0.009038369,0.009467624,0.009764134,0.010053464,0.010288088,0.010432279,0.010570675,0.010633455,0.010688556,0.010706809,0.010691638,0.010687981,0.010688425,0.010687711,0.010675359,0.010647003,0.010596444,0.010532788,0.010482364,0.010432997,0.010400503
