Intensity Level,Direction,Ground Motion ID,story 1,story 2,story 3,story 4,story 5,story 6,story 7,story 8,story 9,story 10,story 11,story 12,story 13,story 14,story 15,story 16,story 17,story 18,story 19,story 20,story 21,story 22,story 23,story 24,story 25,story 26,story 27,story 28,story 29,story 30,story 31,story 32,story 33,story 34,story 35,story 36,story 37,story 38,story 39,story 40,story 41,story 42,story 43,story 44,story 45,story 46
MCED,X,10,0.00076878,0.001221512,0.00240129,0.004252045,0.013020396,0.014555237,0.013667092,0.013694935,0.013804945,0.013943455,0.014034158,0.014101443,0.014212466,0.014314142,0.014358749,0.014397271,0.014453913,0.014464023,0.014447129,0.014362347,0.014198211,0.014045446,0.013973952,0.014047075,0.014075517,0.014171403,0.014151272,0.014175234,0.014296915,0.014329177,0.014332382,0.014280041,0.014043478,0.013922009,0.013757361,0.013612807,0.013573404,0.01353735,0.013457218,0.013360372,0.01322642,0.013053557,0.01291043,0.012755906,0.01256627,0.012427486
MCED,X,11,0.002254043,0.002792865,0.003002515,0.004191644,0.01191263,0.011648628,0.011113252,0.011081867,0.011141073,0.011220697,0.011565773,0.01177806,0.011963854,0.012110864,0.012245796,0.01238546,0.01260023,0.012765032,0.012855262,0.012951411,0.013037521,0.013125732,0.013216741,0.013288985,0.013279821,0.013287426,0.013295773,0.013242826,0.013175352,0.013189468,0.013213365,0.013274051,0.013205152,0.013187878,0.013121998,0.012868495,0.012417398,0.011901097,0.011742525,0.011842588,0.011874894,0.011907412,0.011884058,0.011840212,0.011759156,0.011563778
MCED,Y,1,0.00193867,0.002177096,0.002662702,0.002672089,0.010269582,0.009804107,0.00907259,0.009034245,0.009018379,0.008993466,0.008940855,0.008838899,0.00874,0.00862043,0.008492066,0.008383797,0.008362615,0.008280109,0.008148489,0.008013663,0.007926248,0.00785314,0.007778059,0.007752134,0.007779965,0.007778696,0.007952823,0.008062552,0.008296613,0.008352832,0.008789259,0.009112868,0.009380895,0.009468622,0.009587557,0.009346264,0.009244625,0.009235815,0.009172929,0.009082609,0.008972236,0.008847169,0.008636595,0.008279256,0.008118318,0.008000062
MCED,Y,2,0.000984335,0.001266296,0.00193491,0.003342613,0.011817747,0.012448093,0.012165843,0.012278502,0.012084912,0.012288849,0.012211863,0.012424453,0.01250958,0.012454579,0.012542604,0.012589882,0.012669468,0.012900319,0.013072615,0.013257791,0.013258438,0.013345665,0.013417058,0.013477693,0.013508137,0.013497822,0.013512346,0.013471719,0.013409948,0.013336666,0.013281144,0.013211974,0.013119147,0.013015801,0.012883738,0.01280299,0.012671611,0.01255105,0.012461732,0.012324871,0.012193938,0.01205539,0.011923769,0.011803217,0.011678037,0.011473963
MCED,Y,3,0.000613266,0.001038798,0.001583231,0.002890341,0.008102115,0.010094941,0.010415405,0.010787638,0.011033584,0.011172773,0.011235465,0.011265324,0.011278158,0.011184494,0.011145757,0.01115061,0.011638057,0.011895275,0.011991719,0.011998331,0.011984421,0.011949123,0.01189802,0.011905917,0.011998167,0.012093369,0.012283978,0.012335432,0.012264389,0.012273764,0.012278305,0.012186943,0.012027424,0.011875403,0.011761671,0.011645962,0.011463675,0.01126506,0.011046397,0.010819644,0.010582086,0.010352634,0.010127618,0.009893769,0.009675186,0.009397742
MCED,Y,4,0.001074462,0.001494056,0.002145642,0.002931779,0.006200742,0.00636293,0.006618941,0.006801512,0.006723811,0.006789519,0.006740329,0.006588828,0.006478422,0.006343502,0.006606954,0.00683013,0.007174041,0.007437063,0.00758544,0.007673984,0.007831436,0.007942458,0.008004632,0.008040864,0.008020771,0.008210656,0.008462912,0.008595177,0.008718051,0.008761641,0.008906116,0.009191712,0.009317936,0.009369279,0.009474774,0.009537247,0.009569298,0.00950384,0.009422157,0.009242228,0.009026949,0.008844726,0.008678953,0.008465721,0.008241354,0.008003753
MCED,Y,5,0.000878625,0.001661578,0.00255418,0.003775659,0.018687346,0.022444946,0.01815974,0.015732171,0.015600726,0.015501044,0.015391028,0.015235123,0.015491958,0.015686072,0.015857077,0.01615599,0.016452792,0.016598062,0.016705924,0.016620672,0.016501841,0.016386648,0.016145223,0.015942845,0.015741511,0.015488765,0.016116687,0.016797699,0.017249328,0.017609048,0.017684988,0.01789285,0.017899469,0.01794347,0.017903847,0.017897102,0.017818996,0.017715037,0.017661813,0.01756754,0.017297628,0.016948819,0.016742355,0.016496402,0.016254285,0.015810649
MCED,Y,6,0.000657069,0.001129066,0.001861549,0.003728578,0.00738373,0.008317927,0.008729487,0.00915677,0.009523953,0.009772838,0.009972135,0.010105279,0.010181818,0.010301975,0.010440138,0.010613132,0.010861401,0.011111013,0.011355032,0.011516718,0.011723828,0.011902354,0.012097759,0.012261171,0.012400326,0.012453442,0.012581906,0.012669167,0.01272245,0.012713288,0.012720685,0.012697303,0.01269116,0.012682608,0.012627896,0.012559671,0.012464235,0.012291408,0.012084988,0.011897231,0.011654278,0.011437008,0.011221532,0.011011743,0.010810848,0.010606872
MCED,Y,7,0.000563954,0.000782232,0.001140473,0.001992176,0.00372115,0.004038722,0.004387972,0.004703078,0.005045035,0.005253164,0.005458881,0.005640452,0.005785463,0.005983088,0.006106233,0.006248171,0.006543518,0.006734529,0.006878205,0.00700526,0.007115923,0.007197991,0.007233621,0.007287966,0.007282808,0.00741455,0.007508409,0.007545947,0.007579654,0.007591521,0.007591126,0.007587727,0.007574626,0.007657326,0.007740153,0.007793594,0.007801992,0.00778138,0.007720395,0.007620588,0.007487832,0.007330878,0.007148288,0.006942812,0.0067058,0.006392421
MCED,Y,8,0.001305371,0.001771587,0.00197182,0.003543962,0.008085081,0.009247553,0.009583867,0.009866429,0.010256928,0.010632579,0.011133304,0.011408586,0.011718194,0.011880579,0.012049281,0.012173265,0.012488023,0.01260687,0.012622872,0.012695738,0.012761552,0.012817384,0.012843668,0.013025879,0.013194834,0.013379031,0.013538548,0.013644068,0.013684934,0.013730745,0.013658698,0.01365089,0.013594244,0.013554808,0.013537563,0.013451523,0.013346819,0.013110383,0.012949801,0.012657141,0.012480399,0.012234931,0.011857923,0.011636234,0.011444863,0.011139614
MCED,Y,9,0.002168179,0.002292082,0.002847151,0.003558821,0.008973207,0.008952998,0.009083759,0.009388677,0.009520075,0.009515865,0.009446307,0.009255299,0.009066275,0.00889994,0.008700507,0.008891136,0.009298824,0.009313901,0.009202878,0.009047521,0.008854583,0.009109678,0.009552499,0.009928556,0.010089093,0.00996904,0.009756987,0.009578971,0.009594225,0.010040844,0.010407642,0.010742614,0.010984574,0.011082658,0.011139579,0.011547467,0.01177484,0.011995349,0.012148559,0.012169834,0.012174965,0.012087768,0.011887995,0.011576568,0.01126165,0.010677986
MCED,Y,10,0.000592596,0.001036607,0.001449468,0.004995628,0.013478354,0.01446593,0.014127995,0.01410017,0.013859976,0.013669165,0.013500088,0.013360211,0.013274085,0.013156366,0.013048178,0.013000933,0.013071491,0.013041783,0.012953994,0.012839578,0.012633224,0.012358104,0.01208269,0.011791335,0.01154615,0.011478674,0.011541467,0.011683065,0.011787526,0.011943221,0.011957432,0.012022604,0.012121167,0.012182191,0.012373479,0.012510729,0.012629355,0.012654194,0.01262682,0.012555831,0.012436819,0.012285705,0.012094491,0.011835494,0.0116462,0.011338286
MCED,Y,11,0.001316658,0.001431784,0.001776607,0.002353258,0.004715886,0.005571815,0.005770569,0.005857665,0.005928522,0.006074499,0.006195449,0.006246031,0.006342967,0.006492229,0.006642727,0.006780287,0.006956876,0.007081027,0.007134251,0.007094116,0.007037453,0.006956845,0.006829017,0.006668454,0.006499839,0.0063495,0.006245083,0.006103789,0.006017883,0.005969896,0.006148486,0.0062852,0.006089365,0.006175963,0.006063163,0.005764129,0.00589486,0.0060845,0.006142253,0.006299353,0.00619016,0.006098832,0.006016665,0.005857535,0.005698479,0.005389219
