Intensity Level,Direction,Ground Motion ID,floor 1,floor 2,floor 3,floor 4,floor 5,floor 6,floor 7,floor 8,floor 9,floor 10,floor 11,floor 12,floor 13,floor 14,floor 15,floor 16,floor 17,floor 18,floor 19,floor 20,floor 21,floor 22,floor 23,floor 24,floor 25,floor 26,floor 27,floor 28,floor 29,floor 30,floor 31,floor 32,floor 33,floor 34,floor 35,floor 36,floor 37,floor 38,floor 39,floor 40,floor 41,floor 42,floor 43,floor 44,floor 45,floor 46,floor 47
DBEB,Y,4,0,0.001246917,0.001811324,0.002307092,0.002666088,0.003213183,0.00337128,0.003482774,0.003487605,0.003510379,0.003492288,0.003444691,0.003380689,0.003314722,0.003295476,0.003314894,0.003388628,0.003595451,0.00367491,0.003704528,0.003684345,0.003655604,0.00363472,0.003589422,0.003531784,0.003467733,0.003382897,0.003282942,0.003180702,0.003074682,0.002965039,0.002849009,0.002742727,0.002650854,0.002571229,0.002514479,0.002410117,0.002339954,0.002285949,0.002250701,0.002178997,0.002053106,0.001873705,0.001647425,0.001385801,0.001117445,0
DBEB,Y,5,0,0.003717673,0.004711529,0.005179425,0.005694951,0.006340007,0.006511386,0.006409284,0.006429588,0.006543175,0.006738855,0.006833495,0.006799638,0.006689144,0.006652589,0.006443042,0.006269992,0.006724339,0.007117194,0.007507575,0.00766376,0.007652516,0.00745771,0.007138274,0.006745386,0.006419617,0.006246247,0.006012125,0.005660351,0.005360932,0.005268905,0.004735731,0.004447282,0.00403724,0.004182165,0.004529671,0.004854625,0.004503953,0.004159388,0.00390249,0.003707992,0.003638543,0.003483443,0.003276171,0.002993177,0.002612137,0
DBEB,Y,6,0,0.003458211,0.005129846,0.005856479,0.00553895,0.004394495,0.004719274,0.004804886,0.004612792,0.00428657,0.003974913,0.003809658,0.00367116,0.003534745,0.003609371,0.003797287,0.004051673,0.004571794,0.004924774,0.005240764,0.005478843,0.005405809,0.005632232,0.005134114,0.004752418,0.004392055,0.004083579,0.003882545,0.003814631,0.003722844,0.003687231,0.003662926,0.003656612,0.003560253,0.003479014,0.00351206,0.003975609,0.003936084,0.003927122,0.003627349,0.003395415,0.003606501,0.00336695,0.00325777,0.003034799,0.002688959,0
DBEB,Y,7,0,0.002435597,0.003715157,0.004381502,0.004497509,0.004738912,0.005147524,0.005490672,0.005650671,0.005653,0.005523942,0.005313522,0.005043791,0.004800493,0.004710497,0.004683074,0.004720761,0.005073466,0.005324796,0.005380491,0.005256045,0.004973046,0.0045677,0.004082791,0.003646082,0.004061987,0.004432041,0.004865465,0.005345537,0.005782027,0.006117776,0.006328089,0.006292633,0.006091009,0.005716459,0.005253108,0.00456233,0.004099796,0.004079538,0.00402956,0.003845727,0.003702886,0.003597106,0.003331574,0.002873914,0.002346745,0
DBEB,Y,8,0,0.001700721,0.001835944,0.002191856,0.002651915,0.002628367,0.002879796,0.003100078,0.003341831,0.003152077,0.003242939,0.003347703,0.003426542,0.003495161,0.003590443,0.003733972,0.003926601,0.004401766,0.004689334,0.004860112,0.004805038,0.004817981,0.004800676,0.004752129,0.00467833,0.004593809,0.004490091,0.004414879,0.004332813,0.004256358,0.004171701,0.004076556,0.003971167,0.003863501,0.003809468,0.003782955,0.00365299,0.003463787,0.003239678,0.00301325,0.002765013,0.002511704,0.002403441,0.002380383,0.002177481,0.001788376,0
DBEB,Y,9,0,0.002410647,0.003721664,0.004043627,0.003436893,0.003116641,0.003129559,0.003039931,0.002876281,0.002769602,0.002731852,0.002671002,0.002589676,0.002512384,0.002437864,0.002362233,0.002388502,0.00266986,0.002779815,0.002746297,0.002609759,0.002406877,0.002159378,0.001897325,0.001713535,0.001766865,0.001993421,0.002189839,0.002286167,0.002278657,0.002173649,0.002223576,0.002442743,0.002629551,0.002786468,0.002933763,0.00299066,0.002980931,0.002912613,0.00279319,0.002633309,0.002447471,0.002244706,0.001999063,0.001699787,0.001429437,0
DBEB,Y,10,0,0.000813823,0.001112689,0.001518578,0.002468283,0.003089094,0.003423399,0.00359279,0.003679134,0.003719194,0.003697834,0.003640421,0.003575122,0.003526226,0.003506728,0.003545301,0.003670791,0.004018952,0.004214557,0.004313442,0.004363829,0.00434948,0.004283501,0.004187118,0.004119913,0.004044805,0.004006781,0.003937801,0.003850105,0.003786077,0.003698815,0.003595844,0.003495573,0.003412615,0.003355217,0.003343796,0.003286849,0.003172431,0.00300296,0.00281303,0.002598207,0.002358251,0.00210069,0.001830352,0.001559265,0.001298557,0
DBEB,Y,11,0,0.001398636,0.001818405,0.002149534,0.002324483,0.003609423,0.003990076,0.004105113,0.00407389,0.004156625,0.004105051,0.003925463,0.003640161,0.003291504,0.003033378,0.002929736,0.002952655,0.003200792,0.003335756,0.003298325,0.003120228,0.002828691,0.00282268,0.002922201,0.003002373,0.003039695,0.002995032,0.002898088,0.003026139,0.003084414,0.003055571,0.002935226,0.002879835,0.00301305,0.003110904,0.003176481,0.00317489,0.00317772,0.003138692,0.003061788,0.003033727,0.003013152,0.002998489,0.002837653,0.002525974,0.002073861,0
MCEB,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,X,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCEB,Y,1,0,0.000763524,0.001143679,0.001533876,0.002024015,0.002744203,0.003139617,0.003349761,0.00348115,0.003545706,0.003564864,0.00355063,0.003536225,0.003538229,0.003557998,0.00360613,0.003782497,0.004216239,0.004473924,0.004611073,0.004656157,0.00463404,0.004564749,0.00446263,0.004341681,0.004220219,0.004080164,0.003940906,0.003830466,0.00368228,0.003514151,0.00340728,0.003388524,0.003379911,0.003386585,0.003429333,0.003422622,0.003356402,0.003220276,0.003018803,0.00278104,0.002521816,0.002221892,0.001873272,0.001478418,0.001050134,0
MCEB,Y,2,0,0.001965074,0.002789184,0.003757076,0.003501644,0.004577881,0.005173353,0.005412743,0.0054599,0.005516552,0.005497455,0.005471631,0.005423389,0.005329154,0.00522503,0.005345209,0.005622775,0.00619871,0.006488269,0.006588104,0.006566354,0.006471295,0.006318553,0.006116499,0.005888977,0.00570026,0.005389485,0.005208452,0.005075032,0.004941187,0.004808696,0.00472015,0.00462994,0.004538235,0.004458696,0.004450157,0.004496311,0.004460958,0.004425525,0.004426117,0.004318922,0.004068649,0.003682184,0.003175635,0.002574148,0.001915564,0
MCEB,Y,3,0,0.001225843,0.001640927,0.002306591,0.003934713,0.004946822,0.005610497,0.00609819,0.00633697,0.006533221,0.006538593,0.006509456,0.00642973,0.006327599,0.006259046,0.006370593,0.006618836,0.007125365,0.007353563,0.007459424,0.007471647,0.007419191,0.007344174,0.007248962,0.007120316,0.006964857,0.006795736,0.006626458,0.006454187,0.006270682,0.006084377,0.005874758,0.005697692,0.005590491,0.005468437,0.005346093,0.005119212,0.004816254,0.004447632,0.004071508,0.003701525,0.003321203,0.002950233,0.002569579,0.002200314,0.001811647,0
MCEB,Y,4,0,0.001751138,0.00272576,0.003343876,0.004311806,0.004994891,0.00539251,0.005608821,0.005690633,0.005629914,0.005507193,0.005465728,0.005390651,0.005307089,0.005243769,0.005238757,0.005326051,0.005783282,0.006026201,0.006106853,0.00606853,0.005946169,0.005766197,0.005555909,0.00532488,0.005098848,0.004945489,0.004815352,0.004666019,0.00450244,0.004337324,0.004169644,0.003994627,0.003831712,0.003682376,0.003586985,0.003411643,0.003217121,0.003155856,0.003094777,0.002959984,0.002749298,0.002481646,0.002158102,0.001822808,0.001502038,0
MCEB,Y,5,0,0.006217235,0.007201502,0.007763421,0.008696712,0.009633854,0.00986693,0.009708405,0.009406302,0.009276844,0.009514688,0.009678236,0.009610649,0.009408464,0.009050138,0.00900329,0.009355569,0.01016168,0.010880255,0.011386255,0.011662475,0.01167481,0.011536545,0.011106175,0.01048401,0.010003222,0.009743866,0.009475862,0.009119127,0.008603182,0.007860207,0.007176104,0.006784535,0.006561067,0.006988334,0.007578394,0.007984428,0.007191091,0.006447062,0.005961532,0.005488355,0.005067202,0.004824315,0.00473499,0.004506952,0.003662271,0
MCEB,Y,6,0,0.006407934,0.009433777,0.010068996,0.009664125,0.0085055,0.008448587,0.008330624,0.008025718,0.007502379,0.007302248,0.007045302,0.006831266,0.006477926,0.00612855,0.006001545,0.00601761,0.006519013,0.006944036,0.007344094,0.007734212,0.008293069,0.008687422,0.008781045,0.008569923,0.008079868,0.007381593,0.006899756,0.006304315,0.006054572,0.005479722,0.005534952,0.005506727,0.005386354,0.005171049,0.005305282,0.006468771,0.006716926,0.006488367,0.006032348,0.005550882,0.005516429,0.006309941,0.005523139,0.004890165,0.004773754,0
MCEB,Y,7,0,0.003433952,0.005109292,0.005990727,0.006363149,0.007166114,0.007364875,0.007434501,0.007458859,0.007339332,0.007090991,0.006728334,0.006552092,0.006354356,0.006251457,0.006378316,0.006896208,0.007575581,0.007905795,0.008035287,0.007966782,0.007719269,0.007294872,0.00669133,0.006126946,0.005984143,0.006232053,0.006492389,0.00664684,0.007536192,0.007877636,0.008416544,0.0085034,0.008630448,0.008275373,0.007830039,0.006580811,0.005613803,0.005261947,0.005141311,0.005076657,0.005014207,0.004775292,0.00438216,0.003735713,0.003163086,0
MCEB,Y,8,0,0.002814932,0.003735028,0.004112401,0.00356925,0.003818109,0.004097869,0.004410534,0.004552594,0.004585191,0.004669437,0.004506488,0.004555327,0.00457957,0.004620858,0.004702173,0.004845142,0.005866744,0.005804286,0.00598711,0.006129119,0.006385362,0.006152882,0.006164822,0.00624539,0.005924098,0.005772211,0.005686126,0.005660249,0.005512796,0.005476678,0.005455872,0.00545166,0.00542791,0.00537741,0.00537899,0.005254695,0.004859443,0.004542247,0.004251384,0.003938841,0.003617684,0.003274619,0.003074273,0.002859299,0.002425384,0
MCEB,Y,9,0,0.003847554,0.006388144,0.00661038,0.005087949,0.004826754,0.004817928,0.004643123,0.00433735,0.00406159,0.004010402,0.003911846,0.003779125,0.003619927,0.003450405,0.003324385,0.003310367,0.004280438,0.004328306,0.004469371,0.003958413,0.003793224,0.003610548,0.003096181,0.003085845,0.002935237,0.003059006,0.003145666,0.003172018,0.003249149,0.00322994,0.003331514,0.003618235,0.003916615,0.00417165,0.004416538,0.004499872,0.004480327,0.004409494,0.004248,0.003996221,0.003684194,0.003368059,0.002986214,0.002643781,0.002215935,0
MCEB,Y,10,0,0.001220005,0.001852688,0.002856604,0.003332441,0.004041873,0.004717163,0.004859506,0.004857378,0.004793377,0.004793117,0.004724918,0.004662647,0.004590272,0.004555464,0.004665469,0.004932874,0.005645369,0.005861542,0.006037538,0.006125859,0.0060943,0.005940091,0.005688807,0.005380173,0.005052237,0.004907108,0.004868287,0.004790771,0.004767984,0.004717514,0.004621515,0.0044707,0.004401795,0.004410428,0.004458719,0.004394151,0.004250906,0.004051534,0.003839284,0.003568427,0.003271029,0.002936997,0.002567021,0.002241835,0.00195071,0
MCEB,Y,11,0,0.002499481,0.003280178,0.003624269,0.003717981,0.005168987,0.005785588,0.006014161,0.005941689,0.00592676,0.005825181,0.005514537,0.005040405,0.004484287,0.00412232,0.004041719,0.004190278,0.004804869,0.005084343,0.005123175,0.004925454,0.004521793,0.004102267,0.00393256,0.003812822,0.003757606,0.003757825,0.003892345,0.004237325,0.004512605,0.004644153,0.004622313,0.004456367,0.004186967,0.00431234,0.004624028,0.004682139,0.004684323,0.004551945,0.00436341,0.004144408,0.003916872,0.003858774,0.003747026,0.003500228,0.00315306,0
DBED,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,X,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBED,Y,1,0,0.00438,0.005922384,0.006810257,0.00837533,0.010654415,0.011884485,0.012201,0.01220355,0.011992115,0.011619985,0.01117656,0.010654129,0.01050534,0.010425263,0.010401897,0.01048371,0.01083176,0.01092175,0.010847345,0.010626865,0.010288077,0.009902994,0.00984519,0.009753538,0.009632524,0.009780605,0.009833248,0.009871074,0.009761769,0.009575575,0.009411375,0.00924034,0.009043834,0.008929047,0.008894018,0.008671623,0.008287614,0.007790989,0.00739066,0.006975973,0.006465824,0.00580869,0.005250993,0.004440706,0.004117077,0
DBED,Y,2,0,0.002937946,0.004565742,0.00534852,0.006162119,0.009803981,0.01134111,0.01203984,0.012339845,0.012390665,0.012106365,0.01165467,0.011090445,0.010550035,0.010332675,0.010168355,0.010078352,0.010126619,0.009939877,0.009569195,0.00902573,0.008523611,0.008450694,0.008353154,0.008207528,0.007984643,0.007684393,0.007297808,0.006884759,0.006638616,0.006573533,0.006491893,0.006377213,0.00622489,0.006070567,0.005970506,0.005753359,0.005446782,0.005050999,0.004611465,0.004157919,0.003672628,0.003146594,0.002688976,0.002276639,0.001931342,0
DBED,Y,3,0,0.00214864,0.002642793,0.003446224,0.004952404,0.006859919,0.007775338,0.007812488,0.007672935,0.00761725,0.007518491,0.00733243,0.00710169,0.006921338,0.006886805,0.006955742,0.007219171,0.007846544,0.008185804,0.008340057,0.008378732,0.00843178,0.008415662,0.008340265,0.008194991,0.008040072,0.007912359,0.007817899,0.007667929,0.00744137,0.007124642,0.006751664,0.006351658,0.005972885,0.005789544,0.005749623,0.005621949,0.005422747,0.005211628,0.00492718,0.004581742,0.004189588,0.003747197,0.003345061,0.003046925,0.002782034,0
DBED,Y,4,0,0.003343341,0.004935534,0.005247413,0.004789071,0.00684231,0.007788224,0.008245813,0.008828072,0.009090637,0.009020266,0.00912924,0.00918658,0.009147464,0.009065782,0.009136262,0.009379958,0.009879002,0.010134188,0.010202887,0.010143466,0.009977077,0.009750621,0.009494396,0.009449025,0.009059128,0.008862939,0.008509912,0.008150683,0.008013719,0.0079355,0.007792592,0.00746906,0.007371421,0.007271201,0.00719142,0.006952894,0.006476864,0.00592646,0.005644334,0.005359772,0.005035905,0.004576783,0.003992334,0.003306922,0.002716627,0
DBED,Y,5,0,0.002708264,0.004432319,0.007312867,0.014895965,0.01342467,0.013428365,0.013407785,0.01322455,0.012669945,0.0120606,0.01163295,0.0110507,0.01051552,0.010365415,0.010267526,0.010296166,0.010245802,0.010009497,0.010148895,0.010277078,0.010308333,0.010245901,0.010155661,0.010056964,0.009953511,0.009789396,0.009580854,0.009661496,0.009215761,0.009077676,0.008847479,0.008344763,0.007904047,0.007693936,0.007479548,0.007149008,0.006797447,0.006304375,0.005665759,0.004943888,0.004511457,0.004366788,0.004125194,0.00393253,0.003626942,0
DBED,Y,6,0,0.002193292,0.00330375,0.004836769,0.006409579,0.008159127,0.008967414,0.00950019,0.009746265,0.010062847,0.009755131,0.00902299,0.009298615,0.009446861,0.0097591,0.010029832,0.010391998,0.011563565,0.011862555,0.012173685,0.012186995,0.012144645,0.0120034,0.011791985,0.0115065,0.011178465,0.01078226,0.010457685,0.010105705,0.009775098,0.009426212,0.009069186,0.008708852,0.00836059,0.008022097,0.007728513,0.007313366,0.006792525,0.006195007,0.005571298,0.004944211,0.004363588,0.003841536,0.003291481,0.00276233,0.002302814,0
DBED,Y,7,0,0.001080643,0.001538253,0.001952352,0.002666797,0.003709605,0.004174498,0.004349028,0.004361073,0.004304907,0.004183195,0.004025458,0.003918361,0.004020209,0.004114749,0.004258867,0.004491043,0.005000166,0.005346441,0.005564864,0.005642401,0.005617045,0.005576329,0.005567038,0.005550532,0.005490049,0.005407273,0.00526099,0.005077334,0.004874667,0.00463456,0.004384059,0.004212795,0.004301448,0.004401943,0.004518456,0.004509044,0.004393005,0.004198375,0.00391407,0.003556412,0.003145076,0.002684601,0.002218791,0.001725208,0.00134427,0
DBED,Y,8,0,0.002736899,0.003288965,0.003682556,0.004090165,0.006213537,0.007734275,0.008495575,0.008732422,0.009333544,0.009479869,0.009493689,0.00952235,0.009614946,0.009644742,0.009758088,0.010103488,0.01081035,0.01112056,0.01116351,0.011048675,0.010819423,0.010480446,0.010130423,0.009738119,0.009288691,0.00878565,0.00850782,0.008268544,0.008035107,0.007928031,0.007698057,0.007379432,0.006998389,0.006706485,0.006425979,0.005950119,0.005435044,0.004851931,0.004301572,0.004109918,0.003885529,0.00366127,0.003463279,0.00307855,0.002307514,0
DBED,Y,9,0,0.00396264,0.005525874,0.005721726,0.005591453,0.009787089,0.011225299,0.011803295,0.01200224,0.01193788,0.011691675,0.01142695,0.01097849,0.010290315,0.00971112,0.009347083,0.009327997,0.009760185,0.00991385,0.009842569,0.0095465,0.009607842,0.009782009,0.009688881,0.009329874,0.008741527,0.007968744,0.007394462,0.007087895,0.007047557,0.007248902,0.007383868,0.007371988,0.007227996,0.007070734,0.007217246,0.007281055,0.007173291,0.006936539,0.006593766,0.006128841,0.00566498,0.00512499,0.004589171,0.004017179,0.003578016,0
DBED,Y,10,0,0.002324145,0.002714635,0.003893466,0.004873171,0.008954149,0.010161172,0.010245993,0.010112727,0.009894789,0.00964224,0.00949313,0.009298483,0.00911251,0.009138025,0.009230706,0.009351344,0.009823166,0.010428866,0.010509136,0.010771546,0.010792087,0.010824045,0.010791945,0.010665055,0.010480845,0.010273975,0.01010826,0.009867119,0.009747812,0.00961573,0.009454924,0.009267475,0.009080104,0.008897542,0.00875299,0.008489451,0.008148888,0.00772685,0.007222821,0.006644323,0.0060221,0.005361472,0.004686219,0.004064869,0.003546898,0
DBED,Y,11,0,0.003879244,0.004389933,0.004888567,0.006668819,0.005827814,0.006249191,0.006405307,0.006587556,0.006756785,0.006633019,0.006322697,0.005837113,0.005423688,0.005314956,0.005383568,0.005688123,0.006451156,0.006821357,0.006966593,0.006772552,0.006387577,0.005861185,0.005572135,0.005454753,0.005463977,0.005334154,0.005135842,0.005087891,0.005354076,0.005658435,0.00578436,0.005789248,0.005633094,0.005515066,0.005717199,0.005846806,0.005791826,0.005708342,0.005504898,0.00518446,0.004923737,0.004730454,0.004518022,0.004207554,0.003825002,0
MCED,X,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCED,X,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
