Intensity Level,Direction,Ground Motion ID,story 1,story 2,story 3,story 4,story 5,story 6,story 7,story 8,story 9,story 10,story 11,story 12,story 13,story 14,story 15,story 16,story 17,story 18,story 19,story 20,story 21,story 22,story 23,story 24,story 25,story 26,story 27,story 28,story 29,story 30,story 31,story 32,story 33,story 34,story 35,story 36,story 37,story 38,story 39,story 40,story 41,story 42,story 43,story 44
MCEB,Y,2,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06,8.39E-06
MCEB,Y,3,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03,2.45E-03
MCEB,Y,4,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03,1.57E-03
MCEB,Y,5,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03
MCEB,Y,6,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03,1.34E-03
MCEB,Y,7,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04,1.39E-04
MCEB,Y,8,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03,3.04E-03
MCEB,Y,9,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04,8.03E-04
MCEB,Y,10,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03,1.29E-03
MCEB,Y,11,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03,1.23E-03
DBED,X,1,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03,1.76E-03
DBED,X,2,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03
DBED,X,3,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03,1.50E-03
DBED,X,4,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03,1.78E-03
DBED,X,5,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03,2.81E-03
DBED,X,6,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04,4.51E-04
DBED,X,7,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02,1.00E-02
DBED,X,8,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03,2.53E-03
DBED,X,9,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03,3.36E-03
DBED,X,10,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04,1.96E-04
DBED,X,11,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03
DBED,Y,1,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03,2.30E-03
DBED,Y,2,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03,3.61E-03
DBED,Y,3,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04,7.88E-04
DBED,Y,4,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04,3.55E-04
DBED,Y,5,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07,2.65E-07
DBED,Y,6,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03
DBED,Y,7,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03,5.05E-03
DBED,Y,8,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03,4.83E-03
DBED,Y,9,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06,3.66E-06
DBED,Y,10,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03,2.05E-03
DBED,Y,11,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04,9.84E-04
MCED,X,1,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03,1.92E-03
MCED,X,2,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03,6.74E-03
MCED,X,3,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03,1.95E-03
MCED,X,4,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03,3.13E-03
MCED,X,5,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03,2.24E-03
MCED,X,6,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03,9.84E-03
MCED,X,7,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02,5.14E-02
MCED,X,8,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03,1.37E-03
MCED,X,9,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04,9.57E-04
MCED,X,10,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05
MCED,X,11,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03,7.18E-03
